800	-0.00165
799	-0.00151
798	-0.0014
797	-0.0018
796	-0.0013
795	-0.00167
794	-0.00127
793	-0.00105
792	-0.00173
791	-0.00179
790	-0.0015
789	-0.0015
788	-0.00175
787	-0.0015
786	-0.00145
785	-0.00221
784	-0.00184
783	-0.0015
782	-0.00148
781	-0.0011
780	-0.00167
779	-0.00176
778	-0.00172
777	-0.00202
776	-0.00184
775	-0.00171
774	-0.00145
773	-0.0018
772	-0.00146
771	-0.00201
770	-0.00174
769	-0.00187
768	-0.00156
767	-0.00181
766	-0.00186
765	-0.00153
764	-0.00201
763	-0.0018
762	-0.00176
761	-0.00199
760	-0.00209
759	-0.0018
758	-0.00206
757	-0.00221
756	-0.00205
755	-0.00223
754	-0.00221
753	-0.00194
752	-0.00195
751	-0.00217
750	-0.00182
749	-0.00249
748	-0.00228
747	-0.00246
746	-0.0019
745	-0.00247
744	-0.00232
743	-0.00229
742	-0.00188
741	-0.00224
740	-0.00226
739	-0.00227
738	-0.00233
737	-0.00237
736	-0.00247
735	-0.00251
734	-0.0024
733	-0.00218
732	-0.00238
731	-0.00261
730	-0.00229
729	-0.00269
728	-0.00231
727	-0.00224
726	-0.00266
725	-0.00238
724	-0.00208
723	-0.00246
722	-0.00228
721	-0.00241
720	-0.00241
719	-0.00257
718	-0.00273
717	-0.00265
716	-0.00229
715	-0.00227
714	-0.00255
713	-0.00248
712	-0.00257
711	-0.00262
710	-0.00235
709	-0.00249
708	-0.00264
707	-0.00215
706	-0.0026
705	-0.0024
704	-0.00248
703	-0.00261
702	-0.00266
701	-0.00247
700	-0.00282
699	-0.00262
698	-0.00252
697	-0.00259
696	-0.00274
695	-0.00255
694	-0.00256
693	-0.00258
692	-0.00264
691	-0.00263
690	-0.00272
689	-0.00276
688	-0.00269
687	-0.00267
686	-0.00257
685	-0.00251
684	-0.00287
683	-0.00281
682	-0.00232
681	-0.00278
680	-0.00285
679	-0.00259
678	-0.00269
677	-0.00269
676	-0.00248
675	-0.00288
674	-0.00264
673	-0.00278
672	-0.0031
671	-0.00279
670	-0.00271
669	-0.00303
668	-0.0026
667	-0.00296
666	-0.0027
665	-0.00295
664	-0.0028
663	-0.00249
662	-0.00301
661	-0.00291
660	-0.00278
659	-0.00311
658	-0.00298
657	-0.00291
656	-0.0032
655	-0.00305
654	-0.00293
653	-0.00331
652	-0.0029
651	-0.00289
650	-0.00307
649	-0.0032
648	-0.00305
647	-0.00316
646	-0.00297
645	-0.00311
644	-0.00307
643	-0.00307
642	-0.00321
641	-0.00313
640	-0.00331
639	-0.00308
638	-0.00311
637	-0.00313
636	-0.0032
635	-0.00326
634	-0.0032
633	-0.00306
632	-0.00337
631	-0.00325
630	-0.00327
629	-0.00321
628	-0.00345
627	-0.00346
626	-0.00344
625	-0.00361
624	-0.00349
623	-0.00347
622	-0.00342
621	-0.00342
620	-0.0034
619	-0.00358
618	-0.00352
617	-0.00349
616	-0.00354
615	-0.00356
614	-0.0034
613	-0.00348
612	-0.0035
611	-0.00361
610	-0.0038
609	-0.00365
608	-0.00354
607	-0.00367
606	-0.00358
605	-0.00353
604	-0.00362
603	-0.00365
602	-0.00368
601	-0.00361
600	-0.0038
599	-0.00362
598	-0.0034
597	-0.00388
596	-0.00377
595	-0.00367
594	-0.00416
593	-0.00375
592	-0.0039
591	-0.00417
590	-0.00387
589	-0.00433
588	-0.00405
587	-0.00373
586	-0.00417
585	-0.00417
584	-0.00397
583	-0.00424
582	-0.00466
581	-0.00426
580	-0.00426
579	-0.00443
578	-0.00461
577	-0.00442
576	-0.00452
575	-0.00454
574	-0.00427
573	-0.00445
572	-0.00449
571	-0.00421
570	-0.00439
569	-0.0044
568	-0.00457
567	-0.00447
566	-0.00431
565	-0.00446
564	-0.00441
563	-0.00462
562	-0.00457
561	-0.00446
560	-0.00442
559	-0.00452
558	-0.00452
557	-0.00445
556	-0.00408
555	-0.00451
554	-0.00445
553	-0.00457
552	-0.00453
551	-0.00436
550	-0.00439
549	-0.00443
548	-0.00434
547	-0.00423
546	-0.00446
545	-0.00456
544	-0.00453
543	-0.00438
542	-0.00439
541	-0.00434
540	-0.00457
539	-0.00433
538	-0.00425
537	-0.00444
536	-0.00441
535	-0.00444
534	-0.00438
533	-0.00446
532	-0.00439
531	-0.0044
530	-0.00425
529	-0.00436
528	-0.00435
527	-0.00427
526	-0.00408
525	-0.0043
524	-0.00451
523	-0.00445
522	-0.00427
521	-0.00443
520	-0.0046
519	-0.00449
518	-0.0045
517	-0.00472
516	-0.00427
515	-0.00443
514	-0.00454
513	-0.00452
512	-0.00449
511	-0.0045
510	-0.00442
509	-0.00461
508	-0.00446
507	-0.00449
506	-0.00458
505	-0.00436
504	-0.00461
503	-0.00453
502	-0.00461
501	-0.00446
500	-0.00458
499	-0.00421
498	-0.00452
497	-0.00443
496	-0.00482
495	-0.0046
494	-0.00445
493	-0.00482
492	-0.0045
491	-0.00466
490	-0.00466
489	-0.0045
488	-0.00476
487	-0.00469
486	-0.00471
485	-0.0049
484	-0.00477
483	-0.00475
482	-0.00473
481	-0.00476
480	-0.00482
479	-0.00487
478	-0.00505
477	-0.00505
476	-0.00482
475	-0.00522
474	-0.00496
473	-0.00503
472	-0.00522
471	-0.00499
470	-0.00496
469	-0.0053
468	-0.00509
467	-0.00506
466	-0.00533
465	-0.00542
464	-0.00504
463	-0.00543
462	-0.00528
461	-0.00526
460	-0.00536
459	-0.00538
458	-0.00559
457	-0.00544
456	-0.00536
455	-0.00533
454	-0.0053
453	-0.00568
452	-0.00544
451	-0.00553
450	-0.00546
449	-0.00521
448	-0.00543
447	-0.00595
446	-0.00549
445	-0.00525
444	-0.00601
443	-0.00575
442	-0.00546
441	-0.00585
440	-0.00584
439	-0.0058
438	-0.00587
437	-0.00544
436	-0.00568
435	-0.0056
434	-0.00574
433	-0.00594
432	-0.00556
431	-0.00566
430	-0.00592
429	-0.00576
428	-0.00575
427	-0.0058
426	-0.00582
425	-0.00594
424	-0.00536
423	-0.00549
422	-0.00566
421	-0.00538
420	-0.00559
419	-0.00542
418	-0.00518
417	-0.0054
416	-0.00513
415	-0.00489
414	-0.00505
413	-0.00465
412	-0.00476
411	-0.00443
410	-0.00454
409	-0.00449
408	-0.00439
407	-0.0048
406	-0.00417
405	-0.00395
404	-0.00401
403	-0.00387
402	-0.00402
401	-0.00428
400	-0.00342
399	-0.00376
398	-0.00396
397	-0.00301
396	-0.00346
395	-0.00357
394	-0.00342
393	-0.00363
392	-0.00333
391	-0.00332
390	-0.00362
389	-0.00342
388	-0.00314
387	-0.00283
386	-0.0032
385	-0.0029
384	-0.0027
383	-0.00224
382	-0.00228
381	-0.00162
380	-0.00157
379	-2.3456E-5
378	0.0017
377	0.00313
376	0.00368
375	0.00344
374	0.00195
373	0.00156
372	0.00217
371	0.00381
370	0.00517
369	0.00782
368	0.00934
367	0.01145
366	0.01277
365	0.01425
364	0.01596
363	0.01867
362	0.02292
361	0.02739
360	0.03049
359	0.03446
358	0.04068
357	0.05072
356	0.06212
355	0.07195
354	0.08503
353	0.10573
352	0.14308
351	0.20398
350	0.29308
349	0.42051
348	0.57857
347	0.75725
346	0.91168
345	1
344	0.985
343	0.88722
342	0.76104
341	0.64961
340	0.5608
339	0.48092
338	0.40821
337	0.355
336	0.32589
335	0.32612
334	0.35407
333	0.4069
332	0.47544
331	0.5536
330	0.62109
329	0.66344
328	0.6681
327	0.63301
326	0.56587
325	0.48568
324	0.41036
323	0.34959
322	0.29688
321	0.26282
320	0.24169
319	0.23303
318	0.23734
317	0.24973
316	0.26636
315	0.27661
314	0.27828
313	0.26766
312	0.24655
311	0.22033
310	0.19289
309	0.16625
308	0.14524
307	0.13279
306	0.12304
305	0.12024
304	0.11853
303	0.12118
302	0.12162
301	0.12147
300	0.12071
299	0.11608
298	0.10955
297	0.10427
296	0.10054
295	0.09931
294	0.10098
293	0.105
292	0.11042
291	0.11715
290	0.12417
